"","x"
"cg11815762",181692
"cg15584686",181779
"cg01661364",181830
"cg21077928",181847
"cg01959516",181900
"cg09728965",181968
"cg06148264",182013
"cg23172545",182027
"cg07844977",182041
"cg19886655",182070
"cg09841323",182089
"cg06945625",182090
"cg14248680",182091
"cg05398892",182096
"cg18060392",182108
"cg26943189",182109
"cg12503521",182122
"cg10568823",182123
"cg27530015",182175
"cg16373294",182180
"cg09391066",182182
"cg23517605",182204
"cg24695832",182205
"cg15090211",182206
"cg22689075",182221
"cg01163597",182344
"cg17837521",182357
"cg04716048",182400
"cg04557883",182415
"cg18658892",182445
"cg14677048",182606
"cg09857713",182609
"cg00943851",182610
"cg14309955",182696
"cg25117895",182784
"cg05105327",182793
"cg13962347",182854
"cg05981815",182955
"cg14723921",182972
"cg09814633",182973
"cg01657574",182979
"cg04086778",182985
"cg05265020",182986
"cg06818207",182987
"cg00565348",182988
"cg15879649",182989
"cg22142858",182990
"cg25829425",182991
"cg08827756",182992
"cg10223827",182993
"cg07593839",182994
"cg14718701",182995
"cg04475375",182996
"cg09564101",182997
"cg07480006",183019
"cg01634141",183025
"cg03440267",183026
"cg13462398",183027
"cg13470504",183056
"cg03928874",183098
"cg21355015",183125
"cg01344520",183129
"cg01261939",183130
"cg23446106",183149
"cg12885183",183234
"cg17110524",183239
"cg24851112",183244
"cg16961295",183245
"cg13146745",183252
"cg17150866",183257
"cg09983792",183285
"cg09326832",183305
"cg15147093",183337
"cg25147604",183384
"cg03814872",183385
"cg18631130",183406
"cg02369313",183407
"cg00359661",183436
"cg06149159",183482
"cg14454942",183502
"cg10688501",183532
"cg24975183",183645
"cg04450459",183690
"cg02233587",183691
"cg09415754",183692
"cg11811610",183695
"cg10238972",183697
"cg02181847",183704
"cg06630455",183705
"cg12659952",183706
"cg11095897",183707
"cg02939252",183708
"cg09628454",183709
"cg03719083",183710
"cg16226962",183711
"cg13373589",183712
"cg23535596",183713
"cg27283345",183714
"cg09774917",183716
"cg03018478",183717
"cg00906973",183718
"cg02162880",183719
"cg07492757",183721
"cg27190385",183724
"cg09745543",183725
"cg20148850",183726
"cg24865270",183727
"cg25859998",183730
"cg03074925",183731
"cg23375552",183732
"cg15093462",183733
"cg01501279",183740
"cg05457881",183745
"cg15213291",183779
"cg26781466",183780
"cg11636127",183781
"cg13411789",183786
"cg02243025",183827
"cg07362213",183835
"cg01769745",183836
"cg20987772",183851
"cg02844545",183886
"cg17991695",183888
"cg26640601",183889
"cg09775263",183890
"cg14176930",183891
"cg01799681",183921
"cg16867657",183923
"cg21572722",183924
"cg16323298",183925
"cg20477461",183983
"cg07193847",184010
"cg13160963",184055
"cg27220495",184058
"cg15311683",184143
"cg23127986",184167
"cg01709473",184185
"cg12568198",184203
"cg18569540",184298
"cg13273374",184321
"cg04950301",184344
"cg13645221",184400
"cg23898214",184417
"cg21538684",184426
"cg14046120",184450
"cg15619737",184455
"cg19562712",184461
"cg18256872",184468
"cg03606646",184507
"cg20083324",184528
"cg23640903",184529
"cg23423766",184557
"cg16169003",184566
"cg06936731",184587
"cg02761568",184612
"cg15893295",184698
"cg11293097",184699
"cg09748135",184784
"cg26761399",184805
"cg08517470",184851
"cg06287704",184861
"cg04284087",184866
"cg04939537",184868
"cg02043994",184929
"cg05197191",184930
"cg05163007",184936
"cg20487608",184943
"cg14682005",184964
"cg13334091",184965
"cg22803664",184984
"cg22570970",184989
"cg27630210",184997
"cg12230983",184998
"cg11938455",185088
"cg23819836",185096
"cg01205766",185104
"cg15144592",185124
"cg26839812",185164
"cg20381182",185200
"cg22415670",185201
"cg11228682",185230
"cg00151370",185233
"cg06811300",185291
"cg15250073",185361
"cg14218164",185379
"cg21617684",185386
"cg20365336",185398
"cg02057301",185424
"cg05886811",185445
"cg10677246",185446
"cg15168816",185447
"cg15753394",185450
"cg06741243",185483
"cg05992598",185487
"cg10944833",185510
"cg04765285",185511
"cg14767647",185512
"cg22061776",185548
"cg20211816",185571
"cg25237333",185574
"cg22736354",185596
"cg20697984",185597
"cg00772000",185599
"cg20677365",185612
"cg24583131",185629
"cg26498620",185638
"cg12688576",185664
"cg17637937",185692
"cg05065239",185694
"cg25042346",185695
"cg05085500",185739
"cg19853936",185740
"cg03779176",185742
"cg00468146",185772
"cg06516981",185774
"cg16170870",185783
"cg13282719",185793
"cg09133386",185823
"cg14729847",185857
"cg15575261",185865
"cg16561280",185989
"cg07847812",186056
"cg24859352",186105
"cg12457773",186240
"cg03960072",186281
"cg04515001",186282
"cg16917279",186293
"cg25375764",186324
"cg01943813",186325
"cg02215898",186373
"cg24960799",186426
"cg13491413",186429
"cg03038146",186446
"cg24499891",186469
"cg02928663",186484
"cg16128002",186485
"cg15263821",186486
"cg04913766",186487
"cg21429982",186511
"cg17903450",186608
"cg04200224",186610
"cg15562220",186611
"cg26718511",186612
"cg06493994",186613
"cg06885175",186659
"cg09716682",186709
"cg13017319",186739
"cg04800585",186740
"cg12633985",186743
"cg08283682",186744
"cg21146268",186780
"cg01420254",186785
"cg22339775",186794
"cg03758514",186831
"cg05451912",186834
"cg22788657",186846
"cg22814929",186891
"cg03051449",186902
"cg19478381",186911
"cg20250722",186913
"cg07217851",186916
"cg15776653",186918
"cg27651143",186931
"cg12466566",186933
"cg00609135",186953
"cg16489511",186958
"cg07314043",186959
"cg04365452",186963
"cg07414571",186964
"cg16675381",186968
"cg16387141",186969
"cg06675483",186976
"cg10547057",186977
"cg14051842",186978
"cg06981963",186986
"cg06321998",187010
"cg12470791",187011
"cg06590791",187013
"cg09976984",187014
"cg27268520",187021
"cg23718606",187033
"cg23740491",187040
"cg10211058",187041
"cg17605021",187049
"cg26770445",187050
"cg21521117",187051
"cg14203201",187052
"cg12078155",187054
"cg05488160",187055
"cg11174640",187056
"cg02150135",187063
"cg10736063",187064
"cg06135758",187073
"cg08974043",187074
"cg06674310",187079
"cg26694437",187086
"cg02671860",187099
"cg07398622",187100
"cg25783550",187108
"cg27131891",187109
"cg06771188",187113
"cg22841772",187118
"cg16167308",187119
"cg13536309",187130
"cg20359994",187135
"cg04478095",187136
"cg06395469",187140
"cg20610915",187141
"cg07343821",187144
"cg03530219",187145
"cg26958806",187147
"cg04274288",187149
"cg25106913",187151
"cg24890104",187153
"cg13569867",187154
"cg11967546",187156
"cg23078194",187157
"cg26775176",187163
"cg23153227",187164
"cg20478264",187178
"cg18739800",187189
"cg02470690",187202
"cg16138458",187203
"cg10536916",187204
"cg17718302",187208
"cg23504411",187209
"cg18105139",187242
"cg10832328",187251
"cg22143856",187262
"cg23281280",187263
"cg02683197",187266
"cg27132279",187271
"cg21300390",187281
"cg18694169",187294
"cg01031101",187295
"cg00836800",187305
"cg13202877",187317
"cg15964468",187335
"cg07660236",187342
"cg20765086",187343
"cg11575929",187357
"cg26904832",187358
"cg02227292",187360
"cg05828005",187435
"cg05238917",187436
"cg15880497",187439
"cg23684088",187440
"cg27168780",187441
"cg05954411",187442
"cg20897936",187484
"cg01027397",187485
"cg09764408",187486
"cg10600883",187487
"cg06535324",187488
"cg17115250",187492
"cg17017591",187493
"cg24698655",187494
"cg05301470",187495
"cg24388424",187497
"cg09470274",187504
"cg15967709",187505
"cg03682719",187506
"cg20379725",187522
"cg02165743",187523
"cg12430007",187524
"cg05842855",187526
"cg23691021",187531
"cg17713539",187532
"cg12692314",187533
"cg01530154",187534
"cg02049629",187535
"cg14234426",187538
"cg08299063",187539
"cg05672146",187540
"cg24063862",187545
"cg21229184",187549
"cg01511356",187551
"cg12281151",187559
"cg18652346",187560
"cg16961648",187566
"cg01092133",187568
"cg05457768",187571
"cg11839333",187572
"cg02916323",187573
"cg25595005",187576
"cg24549277",187578
"cg24717325",187580
"cg11807105",187581
"cg26393036",187582
"cg14028400",187583
"cg25475668",187584
"cg26544201",187585
"cg27035087",187624
"cg10383829",187639
"cg19484381",187708
"cg23326313",187720
"cg08542016",187723
"cg00938658",187728
"cg03115379",187729
"cg09633604",187730
"cg06120475",187737
"cg15157214",187738
"cg00667751",187751
"cg00105025",187791
"cg24879800",187814
"cg20778786",187971
"cg24531536",187980
"cg26142965",187986
"cg20607864",188018
"cg00594408",188121
"cg20997792",188122
"cg15385139",188123
"cg11092416",188152
"cg06297863",188164
"cg11423684",188231
"cg09990446",188277
"cg17014345",188278
"cg17825311",188279
"cg00089464",188280
"cg05929831",188293
"cg12635048",188294
"cg13688808",188305
"cg11901272",188306
"cg23849169",188307
"cg12154624",188308
"cg00757933",188310
"cg03432955",188325
"cg00126638",188326
"cg12287358",188327
"cg19141489",188328
"cg22257941",188329
"cg11363230",188330
"cg26511972",188332
"cg24955682",188337
"cg03118604",188338
"cg10181330",188339
"cg10262387",188344
"cg23130010",188345
"cg26647265",188376
"cg21762601",188381
"cg02371052",188382
"cg23313031",188401
"cg19448822",188402
"cg13207333",188403
"cg25120945",188406
"cg12034345",188407
"cg00956423",188485
"cg23056979",188493
"cg04802801",188494
"cg14417687",188522
"cg27493649",188525
"cg27041554",188543
"cg22442895",188544
"cg26057104",188548
"cg13196879",188549
"cg19382642",188550
"cg27123071",188552
"cg18628732",188602
"cg08498156",188605
"cg07405796",188612
"cg16123269",188732
"cg13252226",188733
"cg22577701",188741
"cg11565299",188745
"cg00030508",188746
"cg10108296",188747
"cg27142059",188748
"cg02281167",188749
"cg04554928",188750
"cg05563595",188751
"cg01962105",188884
"cg26846590",188885
"cg14986845",188886
"cg03717830",188887
"cg00076543",188899
"cg07489624",188927
"cg05393509",188928
"cg13135180",189009
"cg20856330",189010
"cg03999934",189019
"cg04402684",189026
"cg26585701",189029
"cg13377264",189030
"cg23778943",189038
"cg26690915",189039
"cg26310483",189041
"cg27535757",189050
"cg04293259",189051
"cg24650522",189052
"cg21740359",189053
"cg09364338",189054
"cg15717225",189056
"cg08520660",189057
"cg15816267",189066
"cg09326440",189067
"cg06274766",189082
"cg10996111",189087
"cg04655699",189089
"cg03000305",189120
"cg21264055",189122
"cg00680003",189123
"cg15100630",189124
"cg08805748",189133
"cg24297727",189134
"cg21227785",189135
"cg22643189",189136
"cg08917831",189197
"cg15677497",189198
"cg13590413",189223
"cg27340794",189245
"cg04143539",189246
"cg01636799",189247
"cg18906353",189301
"cg04832873",189302
"cg13411122",189303
"cg00663832",189315
"cg05098566",189323
"cg11414821",189324
"cg08253704",189329
"cg09703123",189360
"cg27214030",189361
"cg22724063",189394
"cg03844211",189395
"cg07656347",189396
"cg05546064",189397
"cg22596454",189398
"cg26509254",189399
"cg18512512",189400
"cg18611205",189401
"cg01340312",189411
"cg16969458",189412
"cg01554625",189413
"cg08444284",189414
"cg01043997",189415
"cg01458484",189416
"cg26366109",189417
"cg25742745",189418
"cg27129922",189420
"cg17387619",189423
"cg04353171",189428
"cg16254746",189429
"cg17840178",189460
"cg09284772",189461
"cg05832812",189462
"cg08687386",189463
"cg13337949",189464
"cg00985729",189465
"cg15570745",189484
"cg06012011",189562
"cg08684361",189563
"cg00373467",189630
"cg17682794",189631
"cg26232504",189632
"cg00649377",189677
"cg11571001",189678
"cg11959708",189679
"cg09872928",189741
"cg01020037",189839
"cg15583958",189843
"cg07400063",189953
"cg23679615",189955
"cg21863888",189956
"cg09045681",189957
"cg07630345",190029
"cg05619024",190051
"cg21279459",190082
"cg26706521",190083
"cg03027379",190125
"cg12094174",190128
"cg14182431",190204
"cg24071200",190228
"cg03037030",190264
"cg12681001",190265
"cg10717214",190266
"cg21467614",190268
"cg19818722",190289
"cg11930820",190290
"cg04836028",190297
"cg27616007",190298
"cg08610982",190307
"cg01674119",190315
"cg00811535",190319
"cg02531797",190320
"cg14943908",190321
"cg16836681",190331
"cg07467062",190470
"cg21573880",190515
"cg00994601",190516
"cg23591298",190517
"cg27323011",190536
"cg18256429",190537
"cg24277128",190538
"cg13892322",190591
"cg00965469",190592
"cg08412885",190593
"cg08784091",190642
"cg01339648",190692
"cg14437986",190693
"cg18718647",190694
"cg23425079",190766
"cg10914115",190769
"cg18080046",190770
"cg21769117",190771
"cg16143804",190772
"cg00640087",190774
"cg08888439",190775
"cg27143082",190856
"cg19868593",190858
"cg05447916",190859
"cg11073255",190926
"cg16988810",190928
"cg04659729",190929
"cg26346875",190930
"cg01787834",190931
"cg13014333",190932
"cg00899907",190936
"cg18424091",190981
"cg05032934",190984
"cg04835051",190987
"cg22507250",190998
"cg12678191",190999
"cg17183362",191001
"cg05931684",191232
"cg16640929",191247
"cg00210648",191261
"cg11565585",191337
"cg04409869",191338
"cg05670509",191339
"cg02070866",191422
"cg13116438",191423
"cg05569328",191627
"cg21342636",191748
"cg21289669",191751
"cg18330047",191752
"cg15014577",191753
"cg00188055",191786
"cg14630933",191787
"cg09872737",191788
"cg25065981",191825
"cg06111526",191826
"cg10089357",191827
"cg17396404",191829
"cg27384587",191852
"cg15690316",191853
"cg18080528",191873
"cg09782912",191884
"cg23061027",191887
"cg26849331",191888
"cg27067781",191890
"cg12320039",191895
"cg11617964",191898
"cg17218813",191902
"cg12387154",191903
"cg12602633",191904
"cg21037008",191906
"cg17161421",191908
"cg12738718",191926
"cg14130039",191927
"cg18049167",191929
"cg04105091",191930
"cg00552704",191933
"cg00933538",191935
"cg05465342",191937
"cg04877280",191938
"cg19007101",192059
"cg12660777",192086
"cg09028157",192092
"cg04746303",192106
"cg06016354",192107
"cg26950898",192108
"cg25336853",192109
"cg26301953",192110
"cg18689504",192111
"cg16513215",192112
"cg13284152",192248
"cg04354433",192252
"cg24283019",192377
"cg00119778",192406
"cg00699601",192482
"cg23090653",192483
"cg03639929",192484
"cg22230640",192567
"cg07546106",192568
"cg20848216",192604
"cg16890093",192605
"cg13165140",192607
"cg24154161",192637
"cg05412930",192638
"cg01897517",192640
"cg25110511",192641
"cg18903583",192642
"cg06108882",192671
"cg11941485",192694
"cg04629182",192695
"cg25530908",192701
"cg10310595",192725
"cg12840248",192728
"cg02806715",192752
"cg17940902",192756
"cg07954885",192762
"cg07148032",192763
"cg21174644",192765
"cg10919398",192766
"cg25158622",192770
"cg16284213",192805
"cg09321817",192887
"cg13031167",192888
"cg19921353",192892
"cg08693832",192928
"cg06210070",192930
"cg19935922",192978
"cg11384924",193144
"cg25535027",193186
"cg24455405",193210
"cg11011640",193228
"cg01307502",193264
"cg05564090",193265
"cg06463708",193266
"cg10437217",193276
"cg12218999",193277
"cg11623225",193278
"cg25463331",193358
"cg14266999",193359
"cg17416730",193379
"cg04262471",193380
"cg27147350",193389
"cg19048360",193453
"cg17131579",193454
"cg13082120",193457
"cg07173783",193458
"cg05141234",193509
"cg26819753",193510
"cg01471293",193511
"cg20387139",193513
"cg13638257",193556
"cg07160118",193557
"cg04415168",193559
"cg06921606",193677
"cg13018448",193735
"cg19184348",193738
"cg12837744",193746
"cg21155564",193764
"cg15587013",193765
"cg14425347",193766
"cg04802302",193767
"cg08852765",193769
"cg16278329",193772
"cg26140911",193779
"cg07620992",193815
"cg07788272",193856
"cg06289138",193868
"cg08301503",193869
"cg07873320",193870
"cg05602975",193871
"cg02084729",193878
"cg16010596",193954
"cg04676172",193979
"cg09333584",194011
"cg04874103",194083
"cg12279419",194116
"cg00333679",194117
"cg18861189",194254
"cg25578410",194265
"cg11064935",194276
"cg23193153",194286
"cg17066943",194287
"cg18696576",194291
"cg08335767",194293
"cg18751486",194301
"cg12332674",194319
"cg08218360",194320
"cg12042629",194339
"cg05200304",194340
"cg08398349",194354
"cg23043245",194355
"cg08787832",194362
"cg03409108",194382
"cg12789146",194386
"cg12662162",194453
"cg02237704",194466
"cg21668880",194470
"cg09224040",194515
"cg09447622",194549
"cg21604042",194586
"cg13924207",194597
"cg10666342",194615
"cg17430819",194628
"cg00065598",194632
"cg00657095",194633
"cg08893449",194634
"cg15934389",194644
"cg25571095",194650
"cg04835912",194666
"cg09490277",194667
"cg03030757",194668
"cg04315264",194672
"cg01092612",194673
"cg09082921",194768
"cg24855075",194794
"cg09658066",194842
"cg09065504",194843
"cg24495832",194844
"cg20271698",194855
"cg17087669",194865
"cg11684285",194909
"cg21152829",194955
"cg12584702",194956
"cg18455785",194957
"cg07540542",194958
"cg26249450",194959
"cg12173498",194960
"cg04289385",194961
"cg14159011",194962
"cg11140364",194976
"cg19768356",194997
"cg12891637",195000
"cg25832070",195006
"cg22942271",195008
"cg10800280",195050
"cg16229071",195102
"cg17066531",195190
"cg12460838",195202
"cg23120800",195216
"cg16184008",195291
"cg11946458",195293
"cg13761871",195311
"cg22501342",195321
"cg05171637",195326
"cg03458162",195337
"cg11564483",195338
"cg22156867",195377
"cg18724342",195379
"cg25019722",195400
"cg08126542",195401
"cg26579986",195404
"cg11138429",195453
"cg02267270",195470
"cg14926196",195471
"cg15105785",195493
"cg27151561",195494
"cg26082368",195499
"cg02917640",195500
"cg04316353",195582
"cg03592636",195637
"cg26824091",195688
"cg11395946",195715
"cg21714044",195745
"cg26866263",195748
"cg23018947",195765
"cg19734655",195775
"cg26360695",195805
